0,007,10_cat,11_cat,12_cat,13_cat,14_cat,15,16_cat,17,18,19,1_cat,20,21,22,23,24,25,26,27,28,29,2_cat,3,30,31,32,33,34,35,36,37,38,39,40,41,42,43_cat,44,45,46,47,48,49,4_cat,5,50,6,7_cat,8_cat,9_cat,y
0.0514,1.0,9,8,258,15,401,0.3396,247,0.3794,0.0699,0.5085,749,0.3329,0.0459,0.3549,0.5686,0.4464,0.4994,0.9366,0.418,0.048,0.6582,303,0.5087,0.259,0.2801,2.3753,0.656,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2031,0.8516,0.4092,232,425.117,57.045,10.7731,17.7465,1.4961,0.5734,953,5.2236,2.4898,100.8199,749,151,1384,67.1739
0.059,2.0,10,232,255,302,282,0.3396,304,0.3794,0.0832,0.4573,750,0.2408,0.0427,0.3011,0.5144,0.3879,0.502,0.7521,0.3583,0.0521,0.5185,325,0.589,0.2156,0.1562,2.3631,0.4903,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.127,0.7741,0.4251,232,425.1181,57.0704,10.7731,17.7465,1.4961,0.446,954,5.2368,2.4734,100.9486,750,1346,1385,100.1578
0.1181,2.0,1,232,253,307,402,0.4093,250,0.3597,0.0552,0.4294,751,0.3045,0.0443,0.2937,0.4374,0.3375,0.4771,0.7383,0.3205,0.0373,0.4597,325,0.589,0.2075,0.1467,2.3671,0.321,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2039,0.6944,0.4411,232,425.1481,57.2607,10.7731,17.7465,1.4961,0.4534,943,5.2199,2.4836,100.734,776,940,1379,112.4933
0.0286,3.0,11,232,259,308,403,0.3047,247,0.3704,0.0629,0.4673,752,0.2863,0.0474,0.3279,0.3884,0.3537,0.5386,0.8364,0.3364,0.0447,0.5428,941,0.5532,0.2306,0.1395,2.3631,0.3244,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1192,0.773,0.0267,232,425.1385,57.2304,10.2937,16.9703,1.4961,0.462,955,5.2267,2.4964,101.1276,1323,120,1386,93.5039
0.0317,1.0,12,232,260,302,404,0.3396,8,0.2808,0.0635,0.3318,753,0.2289,0.0363,0.311,0.4716,0.3354,0.4487,0.7305,0.3472,0.0303,0.5145,67,0.4175,0.2157,0.1688,2.4084,0.4873,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0721,0.7058,0.3932,232,425.1753,57.3552,10.2937,16.9703,1.8124,0.4155,956,5.2195,2.4394,100.7279,760,940,1379,51.5095
0.0413,1.0,13,232,261,303,405,0.3047,25,0.4206,0.0833,0.5139,740,0.3528,0.0458,0.3246,0.5007,0.3489,0.5097,0.8409,0.3484,0.0342,0.5782,67,0.4189,0.2359,0.1624,2.378,0.5039,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1105,0.8169,0.2179,232,425.1659,57.2773,10.7731,17.7465,1.8537,0.4155,957,5.2423,2.8272,100.9482,755,325,1387,133.3824
0.0366,,7,232,262,302,406,0.3396,250,0.3042,0.0679,0.3528,754,0.3017,0.0384,0.3223,0.5297,0.3511,0.4887,0.6287,0.3742,0.0521,0.5533,941,0.5607,0.2329,0.1581,2.3933,0.4675,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0297,0.7322,0.2498,232,425.1175,57.0642,10.7731,17.7465,1.4961,0.4299,958,5.2094,2.5363,100.8477,754,1347,1383,99.9333
0.0286,1.0,14,232,255,302,407,0.3047,235,0.3182,0.0504,0.4296,755,0.2036,0.0465,0.3517,0.5221,0.389,0.5361,0.8569,0.3766,0.0521,0.5734,940,0.6565,0.1917,0.1522,2.3671,0.4136,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4494,0.8307,0.3853,232,425.2158,57.4403,10.2937,16.9703,1.4961,0.4961,959,5.2367,2.4394,100.9196,761,1346,1384,67.0215
0.0627,2.0,15,232,252,309,408,0.3744,247,0.2612,0.0503,0.3485,756,0.1427,0.038,0.2964,0.5083,0.4175,0.4391,0.8074,0.3533,0.0375,0.5967,151,0.6113,0.1694,0.1391,2.3671,0.274,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3412,0.7135,0.4012,232,425.1181,57.0692,10.7731,17.7465,1.4961,0.4155,960,5.2515,2.4394,101.0157,756,55,1378,104.1894
0.0539,2.0,16,232,258,151,409,0.3396,8,0.3451,0.0506,0.4582,757,0.1649,0.0457,0.3287,0.5285,0.3861,0.533,0.8681,0.3803,0.0521,0.5862,151,0.6187,0.1915,0.1572,2.3671,0.4447,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5122,0.8325,0.4172,232,425.1638,57.3017,10.7731,17.7465,1.4961,0.4316,961,5.2368,2.4497,100.9155,761,1346,1386,108.0546
0.0239,3.0,17,8,256,310,410,0.3047,304,0.3721,0.0697,0.5081,749,0.3181,0.0466,0.3477,0.5664,0.4333,0.4941,0.9652,0.4109,0.0519,0.6322,249,0.3406,0.2579,0.2889,2.3741,0.7385,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1913,0.8222,0.4411,232,425.1183,57.0741,10.2937,16.9703,1.8659,0.4155,962,5.2245,2.4394,100.8148,749,151,1382,109.6078
0.0328,2.0,18,232,263,311,411,0.3396,25,0.4206,0.0833,0.5139,740,0.3528,0.0458,0.3246,0.5007,0.3489,0.5097,0.8409,0.3484,0.0342,0.5782,4,0.2967,0.2359,0.1624,2.378,0.5039,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1105,0.8169,0.3614,232,425.183,57.3196,10.7731,17.7465,1.8191,0.653,963,5.242,2.4394,100.9492,755,325,1383,92.1581
0.0303,2.0,19,232,255,302,412,0.3396,8,0.3299,0.05,0.4364,758,0.267,0.0429,0.2962,0.4918,0.3462,0.4512,0.8363,0.352,0.0372,0.5187,249,0.3473,0.2142,0.1504,2.3671,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2243,0.7116,0.4092,232,425.2586,57.5413,10.7731,17.7465,1.8574,0.4823,964,5.2197,2.4635,100.7566,804,1348,1388,81.7578
0.0252,,20,232,262,302,413,0.3047,235,0.3528,0.0665,0.4266,759,0.3082,0.042,0.344,0.5273,0.3633,0.5268,0.8815,0.3841,0.0637,0.5675,135,0.7565,0.2408,0.1639,2.3753,0.4519,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1247,0.8031,0.449,232,425.1401,57.1882,10.2937,16.9703,1.4961,0.5283,965,5.2361,2.4394,100.917,767,1346,1383,104.7333
0.116,2.0,21,232,254,302,414,0.3047,247,0.3296,0.0525,0.4224,760,0.2795,0.0447,0.31,0.4655,0.3427,0.4783,0.7831,0.3453,0.0447,0.5019,244,0.4506,0.2124,0.1514,2.3712,0.4261,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4941,0.7271,0.4092,232,425.1537,57.2759,10.7731,17.7465,1.7845,0.4457,966,5.2154,2.5069,100.7109,777,1349,1379,95.4008
0.0395,0.0,22,8,255,312,415,0.3396,247,0.3794,0.0699,0.5085,749,0.3329,0.0459,0.3549,0.5686,0.4464,0.4994,0.9366,0.418,0.048,0.6582,244,0.4803,0.259,0.2801,2.3753,0.656,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2031,0.8516,0.4251,232,425.1176,57.0694,10.7731,17.7465,1.7845,0.4701,967,5.2245,2.5613,100.8154,749,151,1388,31.9358
0.0672,2.0,23,232,256,302,414,0.3744,304,0.3182,0.0504,0.4296,761,0.2036,0.0465,0.3517,0.5221,0.389,0.5361,0.8569,0.3766,0.0521,0.5734,941,0.5404,0.1917,0.1522,2.3671,0.4136,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4494,0.8307,0.4809,232,425.1212,57.1216,10.2937,16.9703,1.4961,0.439,968,5.2368,2.4438,100.9155,761,1346,1384,133.8195
0.0514,1.0,1,232,253,302,282,0.3047,235,0.3586,0.0555,0.4409,758,0.3977,0.0446,0.3073,0.4398,0.3476,0.4731,0.713,0.3285,0.0447,0.4777,249,0.3278,0.2158,0.1483,2.3702,0.3779,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1764,0.7015,0.465,232,425.2209,57.4734,10.2937,16.9703,1.8392,0.4561,943,5.2199,2.4837,100.734,776,940,1379,57.7003
0.0277,1.0,24,232,264,302,285,0.3396,25,0.3534,0.069,0.4184,762,0.2203,0.0439,0.2999,0.4967,0.3637,0.4904,0.8187,0.3787,0.0512,0.544,941,0.5397,0.2019,0.1439,2.3671,0.3899,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2047,0.768,0.3773,232,425.1994,57.3283,10.7731,17.7465,1.4961,0.4155,969,5.2113,2.4394,100.8912,894,326,1389,85.2874
0.0353,,25,67,264,302,285,0.3744,8,0.3562,0.0608,0.4119,763,0.3346,0.0445,0.3665,0.4955,0.5156,0.4498,0.9543,0.3999,0.0722,0.5774,247,0.186,0.2012,0.1504,2.3622,0.4112,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0219,0.8479,0.4251,232,425.1287,57.1774,10.2937,16.9703,1.8363,0.4155,970,5.2522,2.4394,101.0099,783,55,1390,38.2
0.026,2.0,22,8,255,312,416,0.3047,247,0.3794,0.0699,0.5085,764,0.3329,0.0459,0.3549,0.5686,0.4464,0.4994,0.9366,0.418,0.048,0.6582,303,0.508,0.259,0.2801,2.3753,0.656,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2031,0.8516,0.4251,232,425.1328,57.2033,10.7731,17.7465,1.4961,0.4701,967,5.2245,2.5613,100.8154,749,151,1388,84.4845
0.0163,3.0,4,232,255,303,417,0.3047,235,0.2424,0.053,0.2671,765,0.2061,0.0354,0.2933,0.5352,0.5175,0.3855,0.6233,0.3856,0.0452,0.748,247,0.1894,0.2242,0.162,2.3876,0.4689,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0564,0.6577,0.4012,232,425.1366,57.1763,10.7731,17.7465,1.8409,0.5144,946,5.2485,2.5021,100.9596,933,1343,1382,106.914
0.0227,0.0,4,232,255,313,418,0.3047,247,0.3112,0.0502,0.4044,758,0.2172,0.0426,0.3034,0.4912,0.3533,0.4697,0.8073,0.3666,0.0298,0.5721,4,0.3136,0.2018,0.154,2.3631,0.4395,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5184,0.7359,0.4331,232,425.1291,57.1625,10.7731,17.7465,1.8482,0.4559,971,5.2176,2.5799,100.7059,751,319,1388,102.9983
0.0894,0.0,26,232,252,306,419,0.3396,247,0.3122,0.0511,0.4106,764,0.2451,0.0441,0.2932,0.4912,0.3601,0.4344,0.8223,0.3538,0.0372,0.53,67,0.4338,0.2135,0.1487,2.3671,0.3961,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2266,0.676,0.4809,232,425.1617,57.3145,10.2937,16.9703,1.8516,0.4634,972,5.2209,2.4513,100.7585,804,940,1391,47.4949
0.0894,,27,232,260,304,420,0.3396,304,0.3807,0.0779,0.4703,766,0.3432,0.044,0.3156,0.4603,0.3514,0.4766,0.8309,0.354,0.0372,0.53,325,0.5776,0.2267,0.1657,2.3753,0.5437,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0635,0.7423,0.2976,232,425.1941,57.3946,10.7731,17.7465,1.4961,0.5408,973,5.2155,2.6844,100.7013,758,247,1385,109.5333
0.0353,2.0,28,232,257,314,421,0.3047,235,0.365,0.0626,0.4406,761,0.2644,0.0436,0.3494,0.5771,0.3737,0.5358,0.8403,0.3962,0.0449,0.5885,244,0.4614,0.2212,0.158,2.3671,0.4768,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3035,0.8678,0.3534,232,425.1489,57.2748,10.7731,17.7465,1.4961,0.4155,974,5.241,2.4394,100.9364,769,1350,1386,87.4706
0.0277,1.0,29,232,258,315,422,0.3396,247,0.3895,0.0521,0.4619,760,0.3312,0.0456,0.3333,0.4912,0.3474,0.5487,0.761,0.3576,0.0306,0.5301,52,0.6937,0.1889,0.146,2.3631,0.3864,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.6149,0.8395,0.4331,232,425.1171,57.0515,10.7731,17.7465,1.4961,0.4416,975,5.2188,2.4675,100.7216,799,247,1386,67.9373
0.1266,,30,232,265,316,423,0.5138,247,0.3339,0.0796,0.3562,767,0.3517,0.0377,0.3528,0.6276,0.3385,0.4819,0.7378,0.4183,0.047,0.5629,244,0.4493,0.2334,0.1798,2.3945,0.5188,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0501,0.8362,0.1781,232,425.1855,57.3075,10.7731,17.7465,1.7845,0.4313,976,5.2414,2.4571,100.9116,797,1351,1379,47.2667
0.0361,2.0,2,237,254,302,424,0.3047,232,0.25,0.0769,0.2078,768,0.2542,0.0281,0.3175,0.4698,0.1686,0.4805,0.7273,0.3605,0.1188,0.3833,249,0.3595,0.1818,0.215,2.6311,0.5153,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0101,0.7201,0.3773,232,425.2511,57.5335,10.2937,16.9703,1.8336,0.486,977,5.2278,2.4394,100.8238,908,304,1380,105.2847
0.0767,2.0,31,232,263,302,425,0.3047,247,0.3631,0.0717,0.4419,769,0.296,0.0407,0.3348,0.5352,0.3537,0.5272,0.8468,0.3928,0.0696,0.5753,941,0.531,0.2433,0.1665,2.3763,0.475,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1215,0.8049,0.2259,232,425.2048,57.4025,10.7731,17.7465,1.4961,0.4155,978,5.2359,2.6494,100.9173,767,1346,1386,196.7028
0.037,1.0,32,232,257,302,426,0.3047,25,0.3985,0.083,0.447,770,0.4017,0.0431,0.3357,0.4667,0.3269,0.5104,0.6867,0.3393,0.0298,0.551,151,0.637,0.2217,0.1528,2.3835,0.3748,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.047,0.7884,0.4729,232,425.1221,57.1305,10.2937,16.9703,1.4961,0.486,979,5.2368,2.5182,100.9393,740,1346,1387,143.2016
0.1891,0.0,33,232,258,303,427,0.5835,247,0.365,0.0626,0.4406,771,0.2644,0.0436,0.3494,0.5771,0.3737,0.5358,0.8403,0.3962,0.0449,0.5885,250,0.2272,0.2212,0.158,2.3671,0.4768,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3035,0.8678,0.4251,232,425.165,57.2535,10.7731,17.7465,1.8385,0.4155,980,5.2406,2.4394,100.938,769,325,1387,88.23
0.0201,,34,232,266,314,428,0.3047,304,0.3993,0.0813,0.4878,744,0.3142,0.0436,0.3176,0.531,0.452,0.476,0.8602,0.3885,0.0565,0.6458,52,0.7187,0.218,0.161,2.3931,0.5246,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.076,0.7724,0.3773,232,425.2712,57.5696,10.7731,17.7465,1.4961,0.4386,981,5.2482,2.4567,100.9977,835,61,1382,109.6333
0.0438,0.0,35,232,254,67,429,0.3047,250,0.3322,0.067,0.3776,772,0.3272,0.0417,0.3306,0.534,0.417,0.4726,0.8578,0.4297,0.0997,0.5819,244,0.4473,0.2561,0.1629,2.359,0.5542,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0501,0.7623,0.0267,232,425.196,57.3667,10.2937,16.9703,1.4961,0.462,982,5.2173,2.4964,100.8238,1324,1352,1386,63.5938
0.0565,1.0,36,232,252,302,430,0.3047,235,0.3475,0.0687,0.4453,773,0.3216,0.0435,0.3394,0.5108,0.35,0.5031,0.7288,0.3674,0.0521,0.5581,19,0.3892,0.2298,0.1654,2.3671,0.5858,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2839,0.7866,0.465,232,425.2297,57.4101,10.2937,16.9703,1.8159,0.4155,983,5.2172,2.4394,100.7029,793,319,1392,87.6737
0.0345,2.0,37,232,261,304,395,0.3047,304,0.3296,0.0525,0.4224,751,0.2795,0.0447,0.31,0.4655,0.3427,0.4783,0.7831,0.3453,0.0447,0.5019,249,0.3534,0.2124,0.1514,2.3712,0.4261,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4941,0.7271,0.0585,232,425.1243,57.1346,10.7731,17.7465,1.868,0.4155,984,5.2159,2.4394,100.7138,777,1349,1386,91.3869
0.1333,3.0,26,232,252,306,431,0.3744,232,0.3299,0.05,0.4364,760,0.267,0.0429,0.2962,0.4918,0.3462,0.4512,0.8363,0.352,0.0372,0.5187,325,0.5735,0.2142,0.1504,2.3671,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2243,0.7116,0.449,232,425.1528,57.2771,10.7731,17.7465,1.4961,0.4678,972,5.2209,2.4524,100.7585,804,940,1391,108.7913
0.0497,0.0,36,232,252,317,432,0.3047,235,0.3454,0.0676,0.4429,751,0.2755,0.0433,0.3386,0.5358,0.3595,0.5041,0.7456,0.3799,0.0521,0.5721,325,0.5985,0.2293,0.1659,2.3794,0.5107,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2659,0.8062,0.4092,232,425.1173,57.0597,10.7731,17.7465,1.4961,0.4564,983,5.2172,2.4977,100.7029,793,319,1392,46.4266
0.0894,,27,232,260,304,420,0.3396,304,0.3807,0.0779,0.4703,766,0.3432,0.044,0.3156,0.4603,0.3514,0.4766,0.8309,0.354,0.0372,0.53,325,0.5776,0.2267,0.1657,2.3753,0.5437,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0635,0.7423,0.2976,232,425.1941,57.3946,10.7731,17.7465,1.4961,0.5408,973,5.2155,2.6844,100.7013,758,247,1385,109.5333
0.0438,0.0,38,232,267,302,433,0.3396,247,0.3704,0.0629,0.4673,774,0.2863,0.0474,0.3279,0.3884,0.3537,0.5386,0.8364,0.3364,0.0447,0.5428,52,0.72,0.2306,0.1395,2.3631,0.3244,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1192,0.773,0.0904,232,425.1391,57.2266,10.2937,16.9703,1.4961,0.4155,985,5.2266,2.4394,101.1268,1323,120,1390,36.8368
0.0345,2.0,39,232,256,247,434,0.3396,235,0.2657,0.0508,0.3425,756,0.1845,0.0402,0.3036,0.4958,0.4027,0.4402,0.7903,0.3396,0.0372,0.5435,52,0.6971,0.1762,0.1367,2.3671,0.2601,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3694,0.7116,0.465,232,425.118,57.072,10.2937,16.9703,1.4961,0.4773,986,5.2516,2.4963,101.0151,756,8,1382,110.0735
0.0379,0.0,40,232,268,302,435,0.3396,250,0.2936,0.0494,0.3915,775,0.2292,0.0429,0.3019,0.4716,0.3473,0.4576,0.8166,0.352,0.0227,0.5406,940,0.6606,0.1991,0.1544,2.3631,0.4745,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4792,0.6986,0.4889,232,425.2713,57.4578,10.2937,16.9703,1.4961,0.4349,987,5.216,2.4394,100.7159,751,1349,1393,51.1214
0.0471,3.0,41,232,258,318,436,0.3396,250,0.3483,0.0611,0.4308,738,0.3142,0.0437,0.3609,0.5615,0.3757,0.5521,0.8575,0.3911,0.0492,0.5749,940,0.6849,0.2156,0.1599,2.3692,0.5292,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2666,0.8666,0.465,232,425.127,57.1612,10.2937,16.9703,1.4961,0.4155,988,5.2401,2.4394,100.9273,769,316,1392,107.8256
0.0311,,42,232,252,306,437,0.3396,304,0.3299,0.05,0.4364,776,0.267,0.0429,0.2962,0.4918,0.3462,0.4512,0.8363,0.352,0.0372,0.5187,151,0.6262,0.2142,0.1504,2.3671,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2243,0.7116,0.4172,232,425.1442,57.23,10.7731,17.7465,1.4961,0.4572,989,5.2206,2.6028,100.7669,804,1344,1386,98.7333
0.0237,2.0,43,232,258,302,438,0.3047,25,0.2612,0.0503,0.3485,763,0.1427,0.038,0.2964,0.5083,0.4175,0.4391,0.8074,0.3533,0.0375,0.5967,151,0.639,0.1694,0.1391,2.3671,0.274,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3412,0.7135,0.449,232,425.1204,57.108,10.7731,17.7465,1.4961,0.4845,990,5.2515,2.5165,101.0158,756,55,1379,122.7227
0.0632,1.0,44,232,256,317,439,0.3396,8,0.3794,0.0832,0.4573,759,0.2408,0.0427,0.3011,0.5144,0.3879,0.502,0.7521,0.3583,0.0521,0.5185,249,0.3433,0.2156,0.1562,2.3631,0.4903,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.127,0.7741,0.3853,232,425.1459,57.2139,10.7731,17.7465,1.8574,0.4155,991,5.2378,2.549,100.9486,750,316,1379,65.9372
0.0531,3.0,45,232,254,319,440,0.3744,8,0.3454,0.0676,0.4429,777,0.2755,0.0433,0.3386,0.5358,0.3595,0.5041,0.7456,0.3799,0.0521,0.5721,249,0.3251,0.2293,0.1659,2.3794,0.5107,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2659,0.8062,0.3056,232,425.1302,57.1775,10.7731,17.7465,1.8574,0.4446,992,5.2167,2.5044,100.6951,793,1353,1385,101.996
0.086,2.0,46,235,257,19,290,0.3396,8,0.3723,0.0835,0.4302,778,0.3235,0.0404,0.3867,0.6426,0.4928,0.5382,0.8454,0.4276,0.0577,0.6429,940,0.6808,0.235,0.2075,2.46,0.65,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0446,0.9082,0.4092,232,425.1348,57.2142,10.7731,17.7465,1.4961,0.4553,993,5.2441,2.4903,100.9576,794,316,1381,101.4466
0.0379,1.0,10,232,255,302,282,0.3047,232,0.2612,0.0503,0.3485,756,0.1427,0.038,0.2964,0.5083,0.4175,0.4391,0.8074,0.3533,0.0375,0.5967,249,0.3291,0.1694,0.1391,2.3671,0.274,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3412,0.7135,0.4411,232,425.1178,57.0641,10.7731,17.7465,1.8406,0.4802,994,5.252,2.46,101.01,756,55,1385,71.9863
0.0277,0.0,24,232,264,302,285,0.3396,25,0.3534,0.069,0.4184,762,0.2203,0.0439,0.2999,0.4967,0.3637,0.4904,0.8187,0.3787,0.0512,0.544,941,0.5397,0.2019,0.1439,2.3671,0.3899,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2047,0.768,0.3773,232,425.1994,57.3283,10.7731,17.7465,1.4961,0.4155,969,5.2113,2.4394,100.8912,894,326,1389,124.4633
